case,people,scene,index,layout_hash,arm,status,event,success,collision,timeout,penalty,nav_time,min_clearance,steps,stopped_steps,eligible_person_steps,visible_person_steps,total_person_steps,geometry_rejected,risk_permitted,actuator_violations,workspace_excursion_steps
8000003,5,circle_crossing,3,4c1e2083fe100ecc,MAP,ok,reach_goal,1,0,0,9.25,9.25,0.18225882516160297,37,0,55,112,163,13166,64285,0,0
8000003,5,circle_crossing,3,4c1e2083fe100ecc,IID,ok,reach_goal,1,0,0,9.25,9.25,0.16574483543245644,37,0,60,111,163,11479,63405,0,0
8000003,5,circle_crossing,3,4c1e2083fe100ecc,FULL,ok,reach_goal,1,0,0,9.25,9.25,0.16574483543245644,37,0,60,111,163,11473,63398,0,0
8000003,5,circle_crossing,3,4c1e2083fe100ecc,O,ok,reach_goal,1,0,0,9.5,9.5,0.13609177973352238,38,0,0,108,168,0,0,0,0
8000003,5,circle_crossing,3,4c1e2083fe100ecc,CV,ok,reach_goal,1,0,0,9.25,9.25,0.1745941568344911,37,0,57,110,163,12158,65040,0,0
8000003,5,circle_crossing,3,4c1e2083fe100ecc,TREE,ok,reach_goal,1,0,0,9.25,9.25,0.1349601481138677,37,0,56,109,163,12712,64555,0,0
8000000,5,circle_crossing,0,6ccec10313857ad3,O,ok,reach_goal,1,0,0,11.25,11.25,0.1166109836649355,45,0,0,144,203,0,0,0,0
8000000,5,circle_crossing,0,6ccec10313857ad3,CV,ok,reach_goal,1,0,0,10.75,10.75,0.13731811678675987,43,0,95,140,193,7590,58695,0,0
8000000,5,circle_crossing,0,6ccec10313857ad3,TREE,ok,reach_goal,1,0,0,10.5,10.5,0.148719661565462,42,0,85,137,188,6892,55269,0,0
8000000,5,circle_crossing,0,6ccec10313857ad3,MAP,ok,reach_goal,1,0,0,10.75,10.75,0.13651213654483518,43,0,88,137,193,7442,56945,0,0
8000000,5,circle_crossing,0,6ccec10313857ad3,IID,ok,reach_goal,1,0,0,11.0,11.0,0.12870624867169245,44,0,96,138,198,7549,55556,0,0
8000000,5,circle_crossing,0,6ccec10313857ad3,FULL,ok,reach_goal,1,0,0,10.5,10.5,0.15777344724782338,42,0,92,138,188,6883,57540,0,0
8000002,5,circle_crossing,2,22662826e01f8bd5,TREE,ok,reach_goal,1,0,0,13.25,13.25,0.1482060435506224,53,0,124,182,254,14457,79909,0,0
8000002,5,circle_crossing,2,22662826e01f8bd5,MAP,ok,reach_goal,1,0,0,9.25,9.25,0.13187614073197096,37,0,98,151,174,10903,64870,0,0
8000002,5,circle_crossing,2,22662826e01f8bd5,IID,ok,reach_goal,1,0,0,10.5,10.5,0.07547142096703208,42,0,128,170,199,15272,67391,0,0
8000002,5,circle_crossing,2,22662826e01f8bd5,FULL,ok,reach_goal,1,0,0,9.25,9.25,0.17828590083203422,37,0,101,150,174,10823,64326,0,0
8000002,5,circle_crossing,2,22662826e01f8bd5,O,ok,reach_goal,1,0,0,9.25,9.25,0.1758274183741394,37,0,0,149,174,0,0,0,0
8000002,5,circle_crossing,2,22662826e01f8bd5,CV,ok,reach_goal,1,0,0,10.5,10.5,0.05059814109437211,42,0,120,173,199,15209,66176,0,0
8000001,5,circle_crossing,1,862ae15f49b42f0b,CV,ok,reach_goal,1,0,0,10.25,10.25,0.14290718915899092,41,0,103,157,192,9791,57269,0,0
8000001,5,circle_crossing,1,862ae15f49b42f0b,TREE,ok,reach_goal,1,0,0,10.5,10.5,0.21198091697712917,42,0,98,151,196,9664,61351,0,0
8000001,5,circle_crossing,1,862ae15f49b42f0b,MAP,ok,reach_goal,1,0,0,10.5,10.5,0.17402919698546682,42,0,105,154,197,7007,57857,0,0
8000001,5,circle_crossing,1,862ae15f49b42f0b,IID,ok,reach_goal,1,0,0,10.25,10.25,0.20436790766732993,41,0,108,155,192,6227,56439,0,0
8000001,5,circle_crossing,1,862ae15f49b42f0b,FULL,ok,reach_goal,1,0,0,10.5,10.5,0.21668760837190193,42,0,110,158,197,6125,57904,0,0
8000001,5,circle_crossing,1,862ae15f49b42f0b,O,ok,reach_goal,1,0,0,10.25,10.25,0.1401076278989385,41,0,0,151,192,0,0,0,0
8000004,5,circle_crossing,4,19d900a3d68b115f,IID,ok,reach_goal,1,0,0,10.75,10.75,0.14778039062448955,43,0,119,165,203,4509,55591,0,0
8000004,5,circle_crossing,4,19d900a3d68b115f,FULL,ok,reach_goal,1,0,0,10.75,10.75,0.14481084154874868,43,0,114,166,204,6937,55445,0,0
8000004,5,circle_crossing,4,19d900a3d68b115f,O,ok,reach_goal,1,0,0,10.75,10.75,0.14104327032837538,43,0,0,172,204,0,0,0,0
8000004,5,circle_crossing,4,19d900a3d68b115f,CV,ok,reach_goal,1,0,0,10.75,10.75,0.14971844810292068,43,0,119,169,204,10274,58987,0,0
8000004,5,circle_crossing,4,19d900a3d68b115f,TREE,ok,reach_goal,1,0,0,10.75,10.75,0.13526144240622195,43,0,113,162,204,6562,61951,0,0
8000004,5,circle_crossing,4,19d900a3d68b115f,MAP,ok,reach_goal,1,0,0,10.75,10.75,0.14741248785115257,43,0,109,168,204,7827,59567,0,0
8000005,5,circle_crossing,5,1cc1f37567ffb89a,FULL,ok,reach_goal,1,0,0,11.25,11.25,0.10076199428523736,45,0,107,167,210,7090,74194,0,0
8000005,5,circle_crossing,5,1cc1f37567ffb89a,O,ok,reach_goal,1,0,0,11.5,11.5,0.10178937206285077,46,1,0,170,215,0,0,0,0
8000005,5,circle_crossing,5,1cc1f37567ffb89a,CV,ok,reach_goal,1,0,0,11.25,11.25,0.11504262697610823,45,0,105,163,210,7078,73051,0,0
8000005,5,circle_crossing,5,1cc1f37567ffb89a,TREE,ok,reach_goal,1,0,0,11.5,11.5,0.10752479777570267,46,0,103,164,215,7120,74610,0,0
8000005,5,circle_crossing,5,1cc1f37567ffb89a,MAP,ok,reach_goal,1,0,0,11.5,11.5,0.11550250339467805,46,0,108,165,215,7240,75509,0,0
8000005,5,circle_crossing,5,1cc1f37567ffb89a,IID,ok,reach_goal,1,0,0,11.5,11.5,0.14330330111427825,46,0,107,167,215,7113,75203,0,0
8000006,5,circle_crossing,6,0277fa099374fd02,O,ok,reach_goal,1,0,0,8.25,8.25,0.19737292675136053,33,0,0,91,140,0,0,0,0
8000006,5,circle_crossing,6,0277fa099374fd02,CV,ok,reach_goal,1,0,0,8.5,8.5,0.236358785205256,34,0,42,91,145,4029,60571,0,0
8000006,5,circle_crossing,6,0277fa099374fd02,TREE,ok,reach_goal,1,0,0,8.25,8.25,0.18129567416502002,33,0,42,95,140,3546,57889,0,0
8000006,5,circle_crossing,6,0277fa099374fd02,MAP,ok,reach_goal,1,0,0,8.5,8.5,0.1913063641188727,34,0,45,93,145,3782,60053,0,0
8000006,5,circle_crossing,6,0277fa099374fd02,IID,ok,reach_goal,1,0,0,8.25,8.25,0.18006799232455872,33,0,43,96,140,3748,58168,0,0
8000006,5,circle_crossing,6,0277fa099374fd02,FULL,ok,reach_goal,1,0,0,8.25,8.25,0.18853455574578426,33,0,43,94,140,3769,58046,0,0
8000007,5,circle_crossing,7,d6bc30d52c36904a,CV,ok,reach_goal,1,0,0,8.75,8.75,0.1184297364467608,35,0,52,108,149,5463,61681,0,0
8000007,5,circle_crossing,7,d6bc30d52c36904a,TREE,ok,reach_goal,1,0,0,8.75,8.75,0.13251577646730772,35,0,52,108,149,4904,61601,0,0
8000007,5,circle_crossing,7,d6bc30d52c36904a,MAP,ok,reach_goal,1,0,0,8.75,8.75,0.11660019915194608,35,0,59,112,149,5156,61663,0,0
8000007,5,circle_crossing,7,d6bc30d52c36904a,IID,ok,reach_goal,1,0,0,8.75,8.75,0.1166486693827139,35,0,59,111,149,5086,61561,0,0
8000007,5,circle_crossing,7,d6bc30d52c36904a,FULL,ok,reach_goal,1,0,0,8.75,8.75,0.11787031163720574,35,0,57,112,149,5106,61377,0,0
8000007,5,circle_crossing,7,d6bc30d52c36904a,O,ok,reach_goal,1,0,0,8.75,8.75,0.11223882988061207,35,0,0,113,149,0,0,0,0
8000011,5,square_crossing,11,d0297763f790fc79,FULL,ok,reach_goal,1,0,0,8.25,8.25,0.15211237897326513,33,0,73,121,152,5882,51931,0,0
8000011,5,square_crossing,11,d0297763f790fc79,O,ok,reach_goal,1,0,0,8.25,8.25,0.14484548780068307,33,0,0,121,152,0,0,0,0
8000011,5,square_crossing,11,d0297763f790fc79,CV,ok,reach_goal,1,0,0,8.25,8.25,0.14226623974804042,33,0,78,122,152,5629,51795,0,0
8000011,5,square_crossing,11,d0297763f790fc79,TREE,ok,reach_goal,1,0,0,8.25,8.25,0.14747242449085007,33,0,78,122,152,5232,50976,0,0
8000011,5,square_crossing,11,d0297763f790fc79,MAP,ok,reach_goal,1,0,0,8.25,8.25,0.15233140241516974,33,0,78,122,152,5915,51995,0,0
8000011,5,square_crossing,11,d0297763f790fc79,IID,ok,reach_goal,1,0,0,8.25,8.25,0.15211237897326513,33,0,73,121,152,5865,51912,0,0
8000009,5,circle_crossing,9,c0e898f55b71e2c8,MAP,ok,reach_goal,1,0,0,8.75,8.75,0.1274017342340079,35,0,72,121,163,9280,54584,0,0
8000009,5,circle_crossing,9,c0e898f55b71e2c8,IID,ok,reach_goal,1,0,0,9.0,9.0,0.1386601184257773,36,0,82,125,168,9109,55636,0,0
8000009,5,circle_crossing,9,c0e898f55b71e2c8,FULL,ok,reach_goal,1,0,0,9.0,9.0,0.13352356250838193,36,0,81,124,168,9017,55556,0,0
8000009,5,circle_crossing,9,c0e898f55b71e2c8,O,ok,reach_goal,1,0,0,9.25,9.25,0.18012596785323987,37,0,0,128,173,0,0,0,0
8000009,5,circle_crossing,9,c0e898f55b71e2c8,CV,ok,reach_goal,1,0,0,9.0,9.0,0.14017423516141925,36,0,79,126,168,8493,55292,0,0
8000009,5,circle_crossing,9,c0e898f55b71e2c8,TREE,ok,reach_goal,1,0,0,9.0,9.0,0.17677219724723792,36,0,78,125,168,8379,55649,0,0
8000010,5,square_crossing,10,c61812b111d59b16,IID,ok,reach_goal,1,0,0,9.25,9.25,0.1523160627281186,37,0,104,141,169,351,70623,0,0
8000010,5,square_crossing,10,c61812b111d59b16,FULL,ok,reach_goal,1,0,0,9.25,9.25,0.1523160627281186,37,0,104,141,169,351,70621,0,0
8000010,5,square_crossing,10,c61812b111d59b16,O,ok,reach_goal,1,0,0,9.25,9.25,0.1523160627281186,37,0,0,137,169,0,0,0,0
8000010,5,square_crossing,10,c61812b111d59b16,CV,ok,reach_goal,1,0,0,9.25,9.25,0.1523160627281186,37,0,101,137,169,286,70647,0,0
8000010,5,square_crossing,10,c61812b111d59b16,TREE,ok,reach_goal,1,0,0,9.25,9.25,0.1523160627281186,37,0,100,138,169,393,70875,0,0
8000010,5,square_crossing,10,c61812b111d59b16,MAP,ok,reach_goal,1,0,0,9.25,9.25,0.1523160627281186,37,0,104,141,169,345,70606,0,0
8000008,5,circle_crossing,8,e4d5e32df6d49e8f,TREE,ok,reach_goal,1,0,0,10.75,10.75,0.12083874115136362,43,0,108,164,214,7730,77531,0,0
8000008,5,circle_crossing,8,e4d5e32df6d49e8f,MAP,ok,reach_goal,1,0,0,11.0,11.0,0.1690713109750176,44,0,132,191,219,8672,72755,0,0
8000008,5,circle_crossing,8,e4d5e32df6d49e8f,IID,ok,reach_goal,1,0,0,11.0,11.0,0.1377820426795061,44,0,121,187,219,8416,74378,0,0
8000008,5,circle_crossing,8,e4d5e32df6d49e8f,FULL,ok,reach_goal,1,0,0,11.0,11.0,0.14340856363599885,44,0,125,184,219,8650,72958,0,0
8000008,5,circle_crossing,8,e4d5e32df6d49e8f,O,ok,reach_goal,1,0,0,11.0,11.0,0.12325787430154589,44,0,0,190,219,0,0,0,0
8000008,5,circle_crossing,8,e4d5e32df6d49e8f,CV,ok,reach_goal,1,0,0,11.0,11.0,0.1620788155946996,44,0,131,187,219,10553,76482,0,0
8000012,5,square_crossing,12,c1062630250fb252,O,ok,reach_goal,1,0,0,9.25,9.25,0.13449637366175304,37,0,0,148,184,0,0,0,0
8000012,5,square_crossing,12,c1062630250fb252,CV,ok,reach_goal,1,0,0,9.0,9.0,0.13612108111985033,36,0,91,144,179,14377,69354,0,0
8000012,5,square_crossing,12,c1062630250fb252,TREE,ok,reach_goal,1,0,0,9.25,9.25,0.1324899394070822,37,0,96,149,184,15014,71745,0,0
8000012,5,square_crossing,12,c1062630250fb252,MAP,ok,reach_goal,1,0,0,9.25,9.25,0.16543640491389366,37,0,98,151,184,14899,71902,0,0
8000012,5,square_crossing,12,c1062630250fb252,IID,ok,reach_goal,1,0,0,9.0,9.0,0.14851142602612777,36,0,90,143,179,14385,69570,0,0
8000012,5,square_crossing,12,c1062630250fb252,FULL,ok,reach_goal,1,0,0,9.0,9.0,0.14851142602612777,36,0,90,143,179,14378,69562,0,0
8000015,5,square_crossing,15,6771c48b4570c7ec,MAP,ok,reach_goal,1,0,0,8.5,8.5,0.11677839078041563,34,0,81,117,140,5085,56469,0,0
8000015,5,square_crossing,15,6771c48b4570c7ec,IID,ok,reach_goal,1,0,0,8.5,8.5,0.11552291312903373,34,0,81,117,140,4907,56420,0,0
8000015,5,square_crossing,15,6771c48b4570c7ec,FULL,ok,reach_goal,1,0,0,8.5,8.5,0.13982338043514053,34,0,70,114,140,4925,56381,0,0
8000015,5,square_crossing,15,6771c48b4570c7ec,O,ok,reach_goal,1,0,0,9.0,9.0,0.12102777421184108,36,0,0,121,150,0,0,0,0
8000015,5,square_crossing,15,6771c48b4570c7ec,CV,ok,reach_goal,1,0,0,8.5,8.5,0.10954422868271518,34,0,86,118,140,4751,54784,0,0
8000015,5,square_crossing,15,6771c48b4570c7ec,TREE,ok,reach_goal,1,0,0,8.5,8.5,0.1417929987535098,34,0,69,113,140,4743,56122,0,0
8000014,5,square_crossing,14,7cf9c67c383adc5a,TREE,ok,reach_goal,1,0,0,8.25,8.25,0.18940068598414228,33,0,90,135,148,3716,59963,0,0
8000014,5,square_crossing,14,7cf9c67c383adc5a,MAP,ok,reach_goal,1,0,0,8.25,8.25,0.1671960441790996,33,0,87,133,147,4046,60132,0,0
8000014,5,square_crossing,14,7cf9c67c383adc5a,IID,ok,reach_goal,1,0,0,8.25,8.25,0.15049219538397873,33,0,93,135,147,4004,60059,0,0
8000014,5,square_crossing,14,7cf9c67c383adc5a,FULL,ok,reach_goal,1,0,0,8.25,8.25,0.18542307848428097,33,0,90,132,147,4045,60081,0,0
8000014,5,square_crossing,14,7cf9c67c383adc5a,O,ok,reach_goal,1,0,0,8.25,8.25,0.15857033787510244,33,0,0,134,148,0,0,0,0
8000014,5,square_crossing,14,7cf9c67c383adc5a,CV,ok,reach_goal,1,0,0,8.25,8.25,0.1546198066374478,33,0,88,135,148,3840,60135,0,0
8000013,5,square_crossing,13,ded948365fe241c1,CV,ok,reach_goal,1,0,0,10.5,10.5,0.061539075617686456,42,0,93,142,193,1117,71194,0,0
8000013,5,square_crossing,13,ded948365fe241c1,TREE,ok,reach_goal,1,0,0,10.5,10.5,0.061539075617686456,42,0,93,142,193,1136,70889,0,0
8000013,5,square_crossing,13,ded948365fe241c1,MAP,ok,reach_goal,1,0,0,10.5,10.5,0.061539075617686456,42,0,93,142,193,1191,71011,0,0
8000013,5,square_crossing,13,ded948365fe241c1,IID,ok,reach_goal,1,0,0,10.5,10.5,0.061539075617686456,42,0,93,142,193,1175,71039,0,0
8000013,5,square_crossing,13,ded948365fe241c1,FULL,ok,reach_goal,1,0,0,10.5,10.5,0.061539075617686456,42,0,93,142,193,1175,71044,0,0
8000013,5,square_crossing,13,ded948365fe241c1,O,ok,reach_goal,1,0,0,10.5,10.5,0.061539075617686456,42,0,0,142,193,0,0,0,0
8000016,5,square_crossing,16,f06818612d2cb7ce,IID,ok,reach_goal,1,0,0,9.25,9.25,0.15966133588007236,37,0,73,112,145,4446,68094,0,0
8000016,5,square_crossing,16,f06818612d2cb7ce,FULL,ok,reach_goal,1,0,0,9.25,9.25,0.15966133588007236,37,0,73,112,145,4447,68089,0,0
8000016,5,square_crossing,16,f06818612d2cb7ce,O,ok,reach_goal,1,0,0,9.25,9.25,0.11073645459567971,37,0,0,112,145,0,0,0,0
8000016,5,square_crossing,16,f06818612d2cb7ce,CV,ok,reach_goal,1,0,0,9.25,9.25,0.14348958594627992,37,0,72,111,145,4451,68262,0,0
8000016,5,square_crossing,16,f06818612d2cb7ce,TREE,ok,reach_goal,1,0,0,9.25,9.25,0.12098482238952457,37,0,68,112,145,4538,68106,0,0
8000016,5,square_crossing,16,f06818612d2cb7ce,MAP,ok,reach_goal,1,0,0,9.25,9.25,0.16448131862154503,37,0,73,113,145,4392,68134,0,0
8000017,5,square_crossing,17,bc178971c9dda96f,FULL,ok,reach_goal,1,0,0,10.5,10.5,0.12398435743699043,42,0,100,143,167,8814,72124,0,0
8000017,5,square_crossing,17,bc178971c9dda96f,O,ok,reach_goal,1,0,0,10.75,10.75,0.10988033464373925,43,0,0,136,164,0,0,0,0
8000017,5,square_crossing,17,bc178971c9dda96f,CV,ok,reach_goal,1,0,0,10.25,10.25,0.13521410417856572,41,0,98,141,162,8515,69670,0,0
8000017,5,square_crossing,17,bc178971c9dda96f,TREE,ok,reach_goal,1,0,0,10.5,10.5,0.14361629173902624,42,1,99,142,167,9386,71645,0,0
8000017,5,square_crossing,17,bc178971c9dda96f,MAP,ok,reach_goal,1,0,0,10.25,10.25,0.1527850166258975,41,0,93,139,164,8190,69473,0,0
8000017,5,square_crossing,17,bc178971c9dda96f,IID,ok,reach_goal,1,0,0,10.5,10.5,0.12398435743699043,42,0,101,144,167,8859,72176,0,0
8000018,5,square_crossing,18,fbd9a3b8d510b661,O,ok,reach_goal,1,0,0,8.0,8.0,0.16838942384866606,32,0,0,126,147,0,0,0,0
8000018,5,square_crossing,18,fbd9a3b8d510b661,CV,ok,reach_goal,1,0,0,8.0,8.0,0.1666345380541413,32,0,90,126,147,2377,54284,0,0
8000018,5,square_crossing,18,fbd9a3b8d510b661,TREE,ok,reach_goal,1,0,0,8.0,8.0,0.16323217456384886,32,0,80,124,147,2418,53451,0,0
8000018,5,square_crossing,18,fbd9a3b8d510b661,MAP,ok,reach_goal,1,0,0,8.0,8.0,0.1318789206772253,32,0,82,122,147,2983,53957,0,0
8000018,5,square_crossing,18,fbd9a3b8d510b661,IID,ok,reach_goal,1,0,0,8.0,8.0,0.14342423462600395,32,0,88,124,147,2898,54229,0,0
8000018,5,square_crossing,18,fbd9a3b8d510b661,FULL,ok,reach_goal,1,0,0,8.0,8.0,0.13713274194936187,32,0,82,122,147,2940,53926,0,0
8000019,5,square_crossing,19,47414666011db9f8,CV,ok,reach_goal,1,0,0,8.75,8.75,0.11727576541936424,35,0,102,138,158,2583,60168,0,0
8000019,5,square_crossing,19,47414666011db9f8,TREE,ok,reach_goal,1,0,0,8.5,8.5,0.16660899870724255,34,0,103,135,153,3095,59115,0,0
8000019,5,square_crossing,19,47414666011db9f8,MAP,ok,reach_goal,1,0,0,8.75,8.75,0.12494904917946514,35,0,107,139,158,3801,61985,0,0
8000019,5,square_crossing,19,47414666011db9f8,IID,ok,reach_goal,1,0,0,8.75,8.75,0.10167958513272868,35,0,96,136,158,3253,61450,0,0
8000019,5,square_crossing,19,47414666011db9f8,FULL,ok,reach_goal,1,0,0,8.5,8.5,0.10167958513272868,34,0,93,133,153,3377,59531,0,0
8000019,5,square_crossing,19,47414666011db9f8,O,ok,reach_goal,1,0,0,8.75,8.75,0.1488850275198551,35,0,0,136,160,0,0,0,0
8000020,10,circle_crossing,20,1257f5fea876845d,TREE,ok,reach_goal,1,0,0,9.75,9.75,0.13271454629025392,39,0,119,224,323,6836,56650,0,0
8000020,10,circle_crossing,20,1257f5fea876845d,MAP,ok,reach_goal,1,0,0,10.0,10.0,0.1755142010739129,40,0,127,228,326,6293,57982,0,0
8000020,10,circle_crossing,20,1257f5fea876845d,IID,ok,reach_goal,1,0,0,10.0,10.0,0.14237217783691358,40,0,127,228,327,6316,57465,0,0
8000020,10,circle_crossing,20,1257f5fea876845d,FULL,ok,reach_goal,1,0,0,10.0,10.0,0.1432842333322386,40,0,131,227,327,6692,57930,0,0
8000020,10,circle_crossing,20,1257f5fea876845d,O,ok,reach_goal,1,0,0,10.0,10.0,0.1391390508414282,40,0,0,225,334,0,0,0,0
8000020,10,circle_crossing,20,1257f5fea876845d,CV,ok,reach_goal,1,0,0,9.75,9.75,0.12157554228727552,39,0,126,227,324,7249,57918,0,0
8000023,10,circle_crossing,23,a8730ed4b3c29dea,FULL,ok,reach_goal,1,0,0,10.25,10.25,0.1522251618369176,41,0,124,222,367,3046,61480,0,0
8000023,10,circle_crossing,23,a8730ed4b3c29dea,O,ok,reach_goal,1,0,0,10.0,10.0,0.11221399491727513,40,0,0,222,357,0,0,0,0
8000023,10,circle_crossing,23,a8730ed4b3c29dea,CV,ok,reach_goal,1,0,0,10.0,10.0,0.1284810251551992,40,0,114,219,357,3039,62822,0,0
8000023,10,circle_crossing,23,a8730ed4b3c29dea,TREE,ok,reach_goal,1,0,0,10.0,10.0,0.12260675932649556,40,0,111,213,355,3322,62364,0,0
8000023,10,circle_crossing,23,a8730ed4b3c29dea,MAP,ok,reach_goal,1,0,0,10.25,10.25,0.13807506098280087,41,0,122,225,367,2783,61736,0,0
8000023,10,circle_crossing,23,a8730ed4b3c29dea,IID,ok,reach_goal,1,0,0,10.25,10.25,0.16909228076107552,41,0,122,221,367,2900,61902,0,0
8000021,10,circle_crossing,21,13468f15b24c1de0,MAP,ok,reach_goal,1,0,0,13.0,13.0,0.12103492922980197,52,0,199,334,503,8397,77080,0,0
8000021,10,circle_crossing,21,13468f15b24c1de0,IID,ok,reach_goal,1,0,0,13.0,13.0,0.11412482223141418,52,1,216,342,502,9329,76449,0,0
8000021,10,circle_crossing,21,13468f15b24c1de0,FULL,ok,reach_goal,1,0,0,12.75,12.75,0.11817699128521175,51,0,207,330,491,8087,74761,0,0
8000021,10,circle_crossing,21,13468f15b24c1de0,O,ok,reach_goal,1,0,0,13.25,13.25,0.1173767800301917,53,0,0,358,512,0,0,0,0
8000021,10,circle_crossing,21,13468f15b24c1de0,CV,ok,reach_goal,1,0,0,8.0,8.0,0.11240548021446461,32,0,172,263,303,4079,36967,0,0
8000021,10,circle_crossing,21,13468f15b24c1de0,TREE,ok,reach_goal,1,0,0,13.25,13.25,0.12317552859959335,53,1,221,349,512,6887,78216,0,0
8000022,10,circle_crossing,22,e629118bcc9156a0,IID,ok,reach_goal,1,0,0,12.5,12.5,0.15375630211954805,50,0,202,337,479,11166,69532,0,0
8000022,10,circle_crossing,22,e629118bcc9156a0,FULL,ok,reach_goal,1,0,0,12.25,12.25,0.14081930636871043,49,0,214,343,469,5300,53690,0,0
8000022,10,circle_crossing,22,e629118bcc9156a0,O,ok,reach_goal,1,0,0,14.5,14.5,0.1287576050105098,58,0,0,419,559,0,0,0,0
8000022,10,circle_crossing,22,e629118bcc9156a0,CV,ok,reach_goal,1,0,0,14.5,14.5,0.11937767358956386,58,0,263,411,559,5953,64039,0,0
8000022,10,circle_crossing,22,e629118bcc9156a0,TREE,ok,reach_goal,1,0,0,12.5,12.5,0.14317671801459775,50,0,203,331,479,11403,68646,0,0
8000022,10,circle_crossing,22,e629118bcc9156a0,MAP,ok,reach_goal,1,0,0,12.25,12.25,0.10160912503044484,49,0,234,347,469,4106,52410,0,0
8000024,10,circle_crossing,24,53b4fc05d8b7df28,O,ok,reach_goal,1,0,0,12.75,12.75,0.18954990191994636,51,0,0,319,470,0,0,0,0
8000024,10,circle_crossing,24,53b4fc05d8b7df28,CV,ok,reach_goal,1,0,0,12.75,12.75,0.13301695825318993,51,0,200,315,474,9874,75771,0,0
8000024,10,circle_crossing,24,53b4fc05d8b7df28,TREE,ok,reach_goal,1,0,0,10.75,10.75,0.11294357097562002,43,0,124,232,396,8240,66717,0,0
8000024,10,circle_crossing,24,53b4fc05d8b7df28,MAP,ok,reach_goal,1,0,0,13.25,13.25,0.10638017237663522,53,0,199,296,496,10727,76142,0,0
8000024,10,circle_crossing,24,53b4fc05d8b7df28,IID,ok,reach_goal,1,0,0,13.25,13.25,0.11122700140185215,53,0,184,300,496,10952,78045,0,0
8000024,10,circle_crossing,24,53b4fc05d8b7df28,FULL,ok,reach_goal,1,0,0,13.5,13.5,0.12143019191609361,54,0,204,314,506,10247,83929,0,0
8000025,10,circle_crossing,25,cec2b8f7229f1fc3,CV,ok,reach_goal,1,0,0,12.0,12.0,0.15167744210995038,48,0,180,289,431,12688,66072,0,0
8000025,10,circle_crossing,25,cec2b8f7229f1fc3,TREE,ok,reach_goal,1,0,0,12.25,12.25,0.14926065786717135,49,0,146,282,462,12363,72045,0,0
8000025,10,circle_crossing,25,cec2b8f7229f1fc3,MAP,ok,reach_goal,1,0,0,12.25,12.25,0.16038434553561598,49,0,165,279,456,10719,68414,0,0
8000025,10,circle_crossing,25,cec2b8f7229f1fc3,IID,ok,reach_goal,1,0,0,12.25,12.25,0.13155235516435781,49,0,169,288,460,14944,73454,0,0
8000025,10,circle_crossing,25,cec2b8f7229f1fc3,FULL,ok,reach_goal,1,0,0,12.0,12.0,0.15210246789067594,48,0,158,283,452,13796,72853,0,0
8000025,10,circle_crossing,25,cec2b8f7229f1fc3,O,ok,reach_goal,1,0,0,12.25,12.25,0.16009505345156994,49,0,0,284,458,0,0,0,0
8000026,10,circle_crossing,26,f974cafd3d042a67,TREE,ok,reach_goal,1,0,0,12.75,12.75,0.158450518689202,51,0,173,291,421,18221,83433,0,0
8000026,10,circle_crossing,26,f974cafd3d042a67,MAP,ok,reach_goal,1,0,0,12.25,12.25,0.17212329611501864,49,0,129,241,415,12512,80687,0,0
8000026,10,circle_crossing,26,f974cafd3d042a67,IID,ok,reach_goal,1,0,0,12.25,12.25,0.17191716019665582,49,0,149,240,401,15045,81847,0,0
8000026,10,circle_crossing,26,f974cafd3d042a67,FULL,ok,reach_goal,1,0,0,12.25,12.25,0.1529629005490789,49,0,138,238,435,14885,82023,0,0
8000026,10,circle_crossing,26,f974cafd3d042a67,O,ok,reach_goal,1,0,0,14.5,14.5,0.10592017391295672,58,0,0,359,516,0,0,0,0
8000026,10,circle_crossing,26,f974cafd3d042a67,CV,ok,reach_goal,1,0,0,12.25,12.25,0.1675530189480665,49,0,137,242,388,10212,78991,0,0
8000028,10,circle_crossing,28,152bcb770bae657b,IID,ok,reach_goal,1,0,0,10.25,10.25,0.19741477604199953,41,0,183,279,374,5416,56297,0,0
8000028,10,circle_crossing,28,152bcb770bae657b,FULL,ok,reach_goal,1,0,0,10.5,10.5,0.13873941639919707,42,0,174,279,384,5445,54660,0,0
8000028,10,circle_crossing,28,152bcb770bae657b,O,ok,reach_goal,1,0,0,10.25,10.25,0.19342432523782804,41,0,0,275,374,0,0,0,0
8000028,10,circle_crossing,28,152bcb770bae657b,CV,ok,reach_goal,1,0,0,10.5,10.5,0.1363878533148194,42,0,169,277,384,6392,55796,0,0
8000028,10,circle_crossing,28,152bcb770bae657b,TREE,ok,reach_goal,1,0,0,10.25,10.25,0.17125980068009872,41,0,171,271,374,4180,54675,0,0
8000028,10,circle_crossing,28,152bcb770bae657b,MAP,ok,reach_goal,1,0,0,10.5,10.5,0.17378754605541458,42,0,184,280,384,5661,56254,0,0
8000027,10,circle_crossing,27,35ff9d7177028bd8,MAP,ok,reach_goal,1,0,0,12.0,12.0,0.09452813657826986,48,0,164,289,444,13251,58041,0,0
8000027,10,circle_crossing,27,35ff9d7177028bd8,IID,ok,reach_goal,1,0,0,12.25,12.25,0.07190761166678383,49,0,163,291,465,14696,60993,0,0
